date,camera,filename,minio_key,preset,status,started_at,caption_seconds,total_tokens,model,alert_category,full_caption
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T023000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T023000.jpg,lpr_prompts,done,2026-06-08T21:20:49.256739+00:00,0.725,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T024500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T024500.jpg,lpr_prompts,done,2026-06-08T21:20:50.037000+00:00,0.719,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T030000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T030000.jpg,lpr_prompts,done,2026-06-08T21:20:50.811642+00:00,0.696,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T031500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T031500.jpg,lpr_prompts,done,2026-06-08T21:20:51.555302+00:00,0.727,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T033000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T033000.jpg,lpr_prompts,done,2026-06-08T21:20:52.337546+00:00,0.701,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T034500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T034500.jpg,lpr_prompts,done,2026-06-08T21:20:53.098458+00:00,0.689,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T040000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T040000.jpg,lpr_prompts,done,2026-06-08T21:20:53.838779+00:00,0.689,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T041500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T041500.jpg,lpr_prompts,done,2026-06-08T21:20:54.585184+00:00,0.705,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T043000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T043000.jpg,lpr_prompts,done,2026-06-08T21:20:55.344736+00:00,0.683,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T044500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T044500.jpg,lpr_prompts,done,2026-06-08T21:20:56.083551+00:00,1.226,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T050000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T050000.jpg,lpr_prompts,done,2026-06-08T21:20:57.356693+00:00,0.783,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T051500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T051500.jpg,lpr_prompts,done,2026-06-08T21:20:58.192380+00:00,0.727,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T053000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T053000.jpg,lpr_prompts,done,2026-06-08T21:20:58.981456+00:00,0.763,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T054500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T054500.jpg,lpr_prompts,done,2026-06-08T21:20:59.796779+00:00,0.724,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T060000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T060000.jpg,lpr_prompts,done,2026-06-08T21:21:00.581577+00:00,0.706,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T061500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T061500.jpg,lpr_prompts,done,2026-06-08T21:21:01.342454+00:00,0.791,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T063000.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T063000.jpg,lpr_prompts,done,2026-06-08T21:21:02.188723+00:00,0.709,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
vlm_runs/2026-06-05,DPP_Childrens_Museum_and_Parking_1,DPP_Childrens_Museum_and_Parking_1_20260605T064500.jpg,vlm_runs/2026-06-05/DPP_Childrens_Museum_and_Parking_1/DPP_Childrens_Museum_and_Parking_1_20260605T064500.jpg,lpr_prompts,done,2026-06-08T21:21:02.949369+00:00,0.731,0,nvidia/cosmos-reason2-8b,Vehicle LPR Analysis,"```json
{
  ""analysis"": {
    ""license_plates"": [],
    ""vehicles"": [],
    ""vehicle_count"": {
      ""total"": 0,
      ""count_confidence"": ""exact"",
      ""breakdown"": {
        ""passenger_cars"": 0,
        ""suvs_crossovers"": 0,
        ""pickup_trucks"": 0,
        ""vans_minivans"": 0,
        ""commercial_trucks"": 0,
        ""motorcycles_scooters"": 0,
        ""buses_coaches"": 0,
        ""other"": 0
      },
      ""notes"": null
    }
  },
  ""meta"": {
    ""image_quality"": ""good"",
    ""lighting_condition"": ""daylight"",
    ""processing_notes"": null
  }
}
```"
